0,Binary,Title,Url,Date,Division,Notice
1356,0,(CTL★발표) 2020-1학기 더체인지&학습공동체 합격자 발표,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=461a033acc986df7aa1355c297527adc,20.04.11,학습/상담,공지사항
1357,0,[채플] 온라인수업 단과대학별 세부일정 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=d6775102fd5d57e263ce5e61047f8c12,20.04.10,학사,공지사항
1358,0,2020-1학기 Webex를 사용한 실시간 강의 내역 알림(2020.04.10.기준),https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=f5785b902c878f7768d8142c1e12d999,20.04.09,학사,공지사항
1359,0,[교육환류] 2020-1학기 만족도 조사 환류 실적 모니터링을 위한 “교육환경개선피드백시스템” 사용 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=03f44b2f4428fe88a442be75c600d2d6,20.04.09,학습/상담,공지사항
1360,0,코로나19 확산 예방을 위한 화상회의 시스템(Webex)을 통한 실시간 원격수업 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=197d69225158fbf466e9c6eb1a8796ee,20.04.08,학사,공지사항
1361,1,(CTL★) 2020-1학기 CTL 튜터링 모집 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=993b57be4ff315075fcb44de7b4550c0,20.04.08,학습/상담,공지사항
1362,1,(CTL★) 2020학년도 '프레젠테이션경진대회' 접수 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=6a69d35ff10003710aec08c2a20239d7,20.04.08,학습/상담,공지사항
1363,0,"2020-1학기 교수자 ""수업피드백시스템(TFS)"" 참여 안내",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=b1b3f8c4c3c4a41dff6102254fa6deb7,20.04.08,학사,공지사항
1364,0,"2020-1학기 학생 ""수업피드백시스템(TFS)"" 참여 안내",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=cdb2896a6dd0e13ef34b6a13e2856e20,20.04.08,학사,공지사항
1365,0,[채플] 온라인수업 단과대학별 세부일정 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=76d1d896154072a52d287b9e6a6e6917,20.04.07,학사,공지사항
1366,1,(취업) 2020년 상반기 삼성공채 대비 “지피지기 취업스터디” 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=a09349551855403d4cbdbb65df1a1d81,20.04.07,취창업,공지사항
1367,0,“코로나19” 감염증 확산 예방을 위한 2020학년도 1학기 수업 운영 4차 변경 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=6611a62d09d47c2fdb3ab5c9458af093,20.04.06,학사,공지사항
1368,0,4월 2주차 진로취창업센터 Cheer-up(취업) 정보,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=98776ff31b806a9b24eec08d16bba860,20.04.06,취창업,공지사항
1369,1,4월 진로취창업센터 비교과프로그램 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=563a5baf3a42a0b45d1afd2d7890a215,20.04.06,취창업,공지사항
1370,0,[교외_신청] 2020-1학기 처인장학금 신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=98292e6dcc187ff6870c5dadb7aa84b5,20.04.06,장학,공지사항
1371,0,[교직] 교육봉사활동 확인서 제출 변경 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=c665a562a1bdc33ed76597a6c1d09257,20.04.06,학사,공지사항
1372,0,(♥마음나눔)2020학년도 신입생 2차 실태조사 참여 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=1f101f0acf3da95b503dc1ebae7fbdce,20.04.06,학습/상담,공지사항
1373,1,(CTL★특강) 'CTL이 알려주는 학습역량 강화 가이드' 특강 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=888a16b7da49b985679b9b8b979c3296,20.04.03,학습/상담,공지사항
1374,0,[채플] 온라인수업 단과대학별 세부일정 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=816807ff4d32d7eb43259413dcb6fe75,20.04.03,학사,공지사항
1375,1,(◆취업) 2020학년도 1학기 '취업동아리' 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=60f7f0e6846b60d80ddf9027a2a8ae90,20.04.02,취창업,공지사항
1376,1,(CTL★5월20일(수) #집콕 챌린지_장원급제 공모전,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=abc9cec9febacf45680c805da64c8418,20.04.02,학습/상담,공지사항
1377,0,(◆취업) 2020학년도 1학기 '원더우먼 특강(비서직무)' 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=37fc7f121ed054043c18ba6e9e50c907,20.04.02,취창업,공지사항
1378,0,[교외_신청] 2020학년도 (재)인천인재육성재단 코로나19 특별장학생 선발 모집 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=6ff7b3f334d76201ee340d0287ac38fa,20.04.02,장학,공지사항
1379,1,(◆창업) 2020학년도 1학기 '창업동아리' 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=518b357dab84756d36b7f3344cf30f25,20.04.02,취창업,공지사항
1380,0,[교외_신청] 2020-1학기 경의장학회 장학생 신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=55f97dbcbc9a1fdf566bb7de8902f631,20.04.01,장학,공지사항
1381,0,4월 1주차 진로취창업센터 Cheer-up(취업) 정보,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=a80daa371f76df2534f07c13e90bc43c,20.04.01,취창업,공지사항
1382,0,(CTL★)2020-1학기 '학습공동체' 비대면(6주) 진행 모집 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=8740dd479d0626ce66c0ae3fe05ef20e,20.03.31,학습/상담,공지사항
1383,0,[교수학습지원센터] 2020-1학기 혁신교수법 연구회 모집 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=64a4da0bf2442878540de2e1d961c5af,20.03.31,학습/상담,공지사항
1384,0,(CTL★) 슬기로운 CTL생활_교수학습지원센터 실시간 알림 서비스 제공,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=bbe0b06847c533bee913f4b2807f8d54,20.03.31,학습/상담,공지사항
1385,1,(CTL★모집) 2020-1학기 더체인지(새로운 시작) 모집 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=2eda3dc54c32602924fac906a0853ba3,20.03.31,학습/상담,공지사항
1386,0,[교수학습지원센터] 2020-1학기 교수공동체 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=fb1ff53799fbeb047b035dcbd569781a,20.03.31,학습/상담,공지사항
1387,0,(♥마음나눔) 디지털 성범죄 근절 인식개선 및 피해자 지원 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=48d4786a6fc3ff37fe59b99e211247db,20.03.30,학습/상담,공지사항
1388,1,(CTL★) 더체인지vs학습공동체 모집(~4/6 10시까지),https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=7f5b4a29d7ead9a4f6019741cf4038a2,20.03.30,학습/상담,공지사항
1389,1,[창의융합교육센터] 2020학년도 1학기 진로 맞춤형 i-로드맵 설계 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=c4a2c7a4f1c98cefaeae2a7e99e49eaa,20.03.30,학사,공지사항
1390,1,(CTL★) 온라인 '글쓰기상담' 운영 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=34786ffb2b36f2d51dc788a5bc5d7345,20.03.30,학습/상담,공지사항
1391,0,[채플] 온라인수업 수강 일정 변경 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=c080b8152831954d7dda25b101382229,20.03.27,학사,공지사항
1392,0,(♥마음나눔) 코로나19 일반인 대상 무료전화상담 및 온라인 게시판 상담 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=f8b9692833471c52c23175f3220dbe9c,20.03.27,학습/상담,공지사항
1393,0,“코로나19” 감염증 확산 예방을 위한 2020학년도 1학기 수업 운영 3차 변경 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=c513b8614357785b89e4a0bc8e685937,20.03.26,학사,공지사항
1394,0,3월 4주차 진로취창업센터 Cheer-up(취업) 정보,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=301a1233cdea7ef726c2e7cf5bf810c3,20.03.25,취창업,공지사항
1395,0,[교내_안내] 2020-1학기 외국어우수 장학금 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=131aa5173a3126c3ebaae673abeb8a61,20.03.25,장학,공지사항
1396,1,(CTL★)2020-1학기 'CTL 학습리더' 접수 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=bb2877df1358f5612c976f8541fa179f,20.03.24,학습/상담,공지사항
1397,0,보육실습 신청서 제출 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=d366b2c221b11ac4a6a7c50e1c496fe9,20.03.23,학사,공지사항
1398,0,[국가장학] 2020년 인문100년 및 예술체육비전 장학금 신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=5bc0a76198ffbe39190bbf6a0e19ffb3,20.03.23,장학,공지사항
1399,0,(♥마음나눔)2020학년도 신입생 실태조사 참여 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=c513210bfb980cadadc8a590e0a530bd,20.03.23,학습/상담,공지사항
1400,0,2020-1학기 원격강의 수강 지원을 위한 주말 근무 및 문의처 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=e2737ca5a2e708e8ed46dbf758b660e0,20.03.20,학사,공지사항
1401,0,“코로나19” 감염증 확산 예방을 위한 2020학년도 1학기 수업 운영 2차 변경 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=20e564a703e91e9f46de682af9bb6cef,20.03.20,학사,공지사항
1402,0,(◆취·창업) 2020학년도 1학기 희망사다리I 장학금 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=aa155e0a6558c627dc00f78be85a6d87,20.03.19,취창업,공지사항
1403,0,(♥마음나눔) Happy Blossom Check (간편심리검사) - 마감되었습니다.,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=6694f06b0158389c5cb0949066a8fe73,20.03.19,학습/상담,공지사항
1404,0,채플 이러닝캠퍼스 수강 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=0c27a5e6c4b521a847b8d90c2a39ae90,20.03.18,학사,공지사항
1405,0,2020-1학기 강사 5차 공개초빙,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=5134d45d8f4311f91beaa35a424eeb5d,20.03.18,학사,공지사항
1406,0,[교외_신청] 2020년도 용인시 인재육성재단 장학금 신청안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=233cfc997dd22dae205719d90917ef14,20.03.17,장학,공지사항
1407,0,[교외_신청] 2020년도 한국선원복지고용센터 선원가족 장학생 신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=cbae5dc8da813d45899c0b2812745b97,20.03.17,장학,공지사항
1408,0,2020-24기 심전국제교류장학생 선발 명단 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=348620b75c3a5a2107792c6c2a5194b6,20.03.17,장학,공지사항
1409,0,2020-1학기 3-4주차 원격수업 수강에 따른 출석 체크 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=6faa5ff2009ef6fedec893e24503af28,20.03.16,학사,공지사항
1410,0,[강남대학교 직원채용] 2020학년도 상반기 직원 추가 공개채용,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=2953dcb738c05bcd0aed0b059f4279f8,20.03.16,학사,공지사항
1411,0,꿈날개 청년지원지원센터 온라인 과정(자율과정) 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=7e2e4e72acbd5bc31d4ef1d73a4e4e04,20.03.16,취창업,공지사항
1412,0,[교내_신청] 2020-1학기 동문가족장학금 신청안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=d2be1b060fa272c603219ee1400bf5fa,20.03.16,장학,공지사항
1413,0,[교내_신청] 2020-1학기 목회자자녀장학금 신청안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=a69c32af9ec94a373c7475b434afc8e6,20.03.16,장학,공지사항
1414,0,[교내_신청] 2020-1학기 장애학우장학금 신청안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=5087bc3c6eab07337863393d3f1352aa,20.03.16,장학,공지사항
1415,0,[교내_신청] 2020-1학기 형제자매장학금 신청안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=1f2bcbcade13242ed1231d302436904e,20.03.16,장학,공지사항
1416,0,3월 3주차 진로취창업센터 Cheer-up(취업) 정보,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=2da577837a0ea71f35522c8706f96e5a,20.03.16,취창업,공지사항
1417,0,2020-1학기 3-4주차 원격수업 수강 유의사항 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=7cd4b1b1943db40a2b08b420c33fccce,20.03.15,학사,공지사항
1418,0,2020-1학기 원격수업 지원을 위한 이러닝캠퍼스(LMS) 시스템 점검에 따른 운영 중단 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=0abb5d73dd66b1b4c3292fb17a72cd1f,20.03.13,학사,공지사항
1419,0,2020-1학기 장애학생 학습권 및 이동권 보장을 위한 강의실 변경 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=d6a918224ef3f3e8cff44781b0c74def,20.03.13,학사,공지사항
1420,0,JAVA프레임워크/빅데이터 실무개발자 취업과정,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=d52002d1caa5736ab8683a7aad105e0b,20.03.11,취창업,공지사항
1421,0,장학복지팀 행정실 이전 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=f1499ba7e5d4e5a93557bc41b35ece08,20.03.10,장학,공지사항
1422,1,(CTL★)학습법특강_신.편입생 모여라! '선배들이 전하는 생생 전공 통신',https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=c1d898600e472b6422cb0818b3ed59b9,20.03.10,학습/상담,공지사항
1423,0,2020-1학기 수강신청 교과목 포기 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=99b0e77816c3a6fbdc278b7d2aea9d04,20.03.10,학사,공지사항
1424,0,3월 2주차 진로취창업센터 Cheer-up(취업) 정보,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=4bf1aafd4116174e93dce95476fa6189,20.03.09,취창업,공지사항
1425,0,2020학년도 1학기 2차 합반·폐강 및 합반 교과목 안내 및 합반·폐강과목 수강생 추가 수강변경 방법 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=6c6db56acb5fad989d53c2846d0e5e8e,20.03.09,학사,공지사항
1426,0,2020-1학기 학부/대학원 재학생 최종 등록기간 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=ac2a425e42304eca642b20a6c246fbb0,20.03.06,학사,공지사항
1427,0,2020-1학기 3-4주차 C러닝 원격 수업 시행 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=f0b3b63ba985030ee5c8688bcf927c0c,20.03.05,학사,공지사항
1428,0,[채플]2020-1학기 채플 감축 운영 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=170a931eff403fc575652f6da1dff0d7,20.03.05,학사,공지사항
1429,0,[학자금대출_이자지원]2020년 통영시 저소득 대학생 장학금 지원대상자 선발 공고,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=6019244383c1e3496478b174bd19cc85,20.03.04,장학,공지사항
1430,0,(◆취·창업) 2020학년도 청년취업아카데미 - 창직과정 '추가' 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=b6388b60fc4832f979108754ac64d592,20.03.04,취창업,공지사항
1431,0,2020-1학기 모바일 전자출결 시행 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=93e7a45035ce84589ca24ac5e1a9bd1e,20.03.04,학사,공지사항
1432,0,(CTL★) 교수학습지원센터 행정실 이전 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=97fc2dce5db466609c7605db162e123d,20.03.04,학습/상담,공지사항
1433,0,[국가장학]2020-1학기 대학생 청소년교육지원사업 장학생 신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=c6b3d74132b2b2222e084b2dbaafc70a,20.03.03,장학,공지사항
